person_id,before_age,makeup_age,delta,dataset
00288,22.15372085571289,19.474163055419922,-2.6795578002929688,Blend
00288,22.15372085571289,20.84248161315918,-1.311239242553711,Blend
00288,22.15372085571289,20.458023071289062,-1.6956977844238281,Blend
00288,22.15372085571289,21.450105667114258,-0.7036151885986328,Blend
00288,22.15372085571289,22.10271453857422,-0.051006317138671875,Blend
00288,22.15372085571289,19.20552635192871,-2.9481945037841797,Blend
00288,22.15372085571289,19.73077392578125,-2.4229469299316406,Blend
00288,22.15372085571289,20.622716903686523,-1.5310039520263672,Blend
00288,22.15372085571289,18.749853134155273,-3.403867721557617,Blend
00288,22.15372085571289,19.752241134643555,-2.401479721069336,Blend
00288,22.15372085571289,22.705448150634766,0.551727294921875,Blend
00288,22.15372085571289,16.522722244262695,-5.630998611450195,Blend
00288,22.15372085571289,20.17227554321289,-1.9814453125,Blend
00288,22.15372085571289,21.05443572998047,-1.0992851257324219,Blend
00288,22.15372085571289,17.018110275268555,-5.135610580444336,Blend
00288,22.15372085571289,19.819076538085938,-2.334644317626953,Blend
00288,22.15372085571289,18.298337936401367,-3.8553829193115234,Blend
00288,22.15372085571289,20.597885131835938,-1.5558357238769531,Blend
00288,22.15372085571289,22.78887176513672,0.6351509094238281,Blend
00288,22.15372085571289,19.045856475830078,-3.1078643798828125,Blend
00288,22.15372085571289,23.03095245361328,0.8772315979003906,Blend
00288,22.15372085571289,20.274641036987305,-1.879079818725586,Blend
00288,22.15372085571289,22.323123931884766,0.169403076171875,Blend
00288,22.15372085571289,19.182723999023438,-2.970996856689453,Blend
00288,22.15372085571289,17.225482940673828,-4.9282379150390625,Blend
00288,22.15372085571289,18.057697296142578,-4.0960235595703125,Blend
00288,22.15372085571289,20.733661651611328,-1.4200592041015625,Blend
00288,22.15372085571289,17.263282775878906,-4.890438079833984,Blend
00288,22.15372085571289,12.863828659057617,-9.289892196655273,Blend
00288,22.15372085571289,18.680492401123047,-3.4732284545898438,Blend
00288,22.15372085571289,19.705585479736328,-2.4481353759765625,Blend
00288,22.15372085571289,17.846254348754883,-4.307466506958008,Blend
00288,22.15372085571289,23.14285659790039,0.9891357421875,Blend
00288,22.15372085571289,22.830413818359375,0.6766929626464844,Blend
00288,22.15372085571289,21.02369499206543,-1.130025863647461,Blend
00288,22.15372085571289,17.443105697631836,-4.710615158081055,Blend
00288,22.15372085571289,20.372726440429688,-1.7809944152832031,Blend
00288,22.15372085571289,17.572036743164062,-4.581684112548828,Blend
00288,22.15372085571289,18.233779907226562,-3.919940948486328,Blend
00288,22.15372085571289,19.556640625,-2.5970802307128906,Blend
00288,22.15372085571289,21.914104461669922,-0.23961639404296875,Blend
00288,22.15372085571289,20.923744201660156,-1.2299766540527344,Blend
00288,22.15372085571289,20.63723373413086,-1.5164871215820312,Blend
00288,22.15372085571289,25.15732192993164,3.00360107421875,Blend
00288,22.15372085571289,20.638877868652344,-1.5148429870605469,Blend
00288,22.15372085571289,17.960939407348633,-4.192781448364258,Blend
00288,22.15372085571289,23.383773803710938,1.2300529479980469,Blend
00288,22.15372085571289,21.404949188232422,-0.7487716674804688,Blend
00288,22.15372085571289,20.87351417541504,-1.2802066802978516,Blend
00288,22.15372085571289,19.503002166748047,-2.6507186889648438,Blend
00288,22.15372085571289,19.847312927246094,-2.306407928466797,Blend
00288,22.15372085571289,25.025131225585938,2.871410369873047,Blend
00288,22.15372085571289,18.17399787902832,-3.9797229766845703,Blend
00288,22.15372085571289,19.739116668701172,-2.4146041870117188,Blend
00288,22.15372085571289,20.574264526367188,-1.5794563293457031,Blend
00288,22.15372085571289,22.203311920166016,0.049591064453125,Blend
00288,22.15372085571289,21.359580993652344,-0.7941398620605469,Blend
00288,22.15372085571289,21.70456314086914,-0.44915771484375,Blend
00288,22.15372085571289,20.868738174438477,-1.284982681274414,Blend
00288,22.15372085571289,19.82752227783203,-2.3261985778808594,Blend
00288,22.15372085571289,17.876047134399414,-4.277673721313477,Blend
00288,22.15372085571289,21.614246368408203,-0.5394744873046875,Blend
00288,22.15372085571289,19.89399528503418,-2.259725570678711,Blend
00288,22.15372085571289,17.326732635498047,-4.826988220214844,Blend
00288,22.15372085571289,21.2215633392334,-0.9321575164794922,Blend
00288,22.15372085571289,18.284160614013672,-3.8695602416992188,Blend
00288,22.15372085571289,21.552112579345703,-0.6016082763671875,Blend
00288,22.15372085571289,18.967580795288086,-3.1861400604248047,Blend
00288,22.15372085571289,23.567852020263672,1.4141311645507812,Blend
00288,22.15372085571289,20.507497787475586,-1.6462230682373047,Blend
00288,22.15372085571289,21.379077911376953,-0.7746429443359375,Blend
00288,22.15372085571289,25.438810348510742,3.2850894927978516,Blend
00288,22.15372085571289,22.131336212158203,-0.0223846435546875,Blend
00288,22.15372085571289,21.52007293701172,-0.6336479187011719,Blend
00288,22.15372085571289,18.648456573486328,-3.5052642822265625,Blend
00288,22.15372085571289,19.469757080078125,-2.6839637756347656,Blend
00288,22.15372085571289,17.340662002563477,-4.813058853149414,Blend
00288,22.15372085571289,24.66707992553711,2.5133590698242188,Blend
00288,22.15372085571289,18.11475372314453,-4.038967132568359,Blend
00288,22.15372085571289,18.623937606811523,-3.529783248901367,Blend
00288,22.15372085571289,20.41143798828125,-1.7422828674316406,Blend
00288,22.15372085571289,21.435020446777344,-0.7187004089355469,Blend
00288,22.15372085571289,22.670757293701172,0.5170364379882812,Blend
00288,22.15372085571289,19.555240631103516,-2.598480224609375,Blend
00288,22.15372085571289,16.78940200805664,-5.36431884765625,Blend
00288,22.15372085571289,17.21440887451172,-4.939311981201172,Blend
00288,22.15372085571289,20.012550354003906,-2.1411705017089844,Blend
00288,22.15372085571289,23.860614776611328,1.7068939208984375,Blend
00288,22.15372085571289,23.380563735961914,1.2268428802490234,Blend
00288,22.15372085571289,18.592880249023438,-3.560840606689453,Blend
00288,22.15372085571289,23.531641006469727,1.377920150756836,Blend
00288,22.15372085571289,19.494239807128906,-2.6594810485839844,Blend
00288,22.15372085571289,19.836318969726562,-2.317401885986328,Blend
00288,22.15372085571289,17.768550872802734,-4.385169982910156,Blend
00288,22.15372085571289,25.00695037841797,2.853229522705078,Blend
00288,22.15372085571289,20.685626983642578,-1.4680938720703125,Blend
00288,22.15372085571289,19.61817169189453,-2.5355491638183594,Blend
00288,22.15372085571289,24.150083541870117,1.9963626861572266,Blend
00288,22.15372085571289,26.663658142089844,4.509937286376953,Blend
00288,22.15372085571289,23.068790435791016,0.915069580078125,Blend
00288,22.15372085571289,19.732940673828125,-2.4207801818847656,Blend
00288,22.15372085571289,24.090185165405273,1.9364643096923828,Blend
00288,22.15372085571289,20.641822814941406,-1.5118980407714844,Blend
